image_path,class_label,attributes,caption,split,instance_id,image_path_fixed
images\team14_earphones (95).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones with closed lid placed on bed,val,Team14_BlackEarphones_S,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (95).jpg
images\team14_earphones (96).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white bluetooth earphones back side view,val,Team14_WhiteEarphones_AC,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (96).jpg
images\team14_earphones (97).jpg,electronic_accessories_earphones,color:unknown;material:unknown;condition:used;size:small,ivory colour earphones bluetooth with no lid,train,Team14_UnkEarphones_D,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (97).jpg
images\team14_earphones (98).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones front view,train,Team14_BlackEarphones_T,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (98).jpg
images\team14_earphones (99).jpg,electronic_accessories_earphones,color:white;material:unknown;condition:unknown;size:small,white earphones bluetooth kept on bedsheet,val,Team14_WhiteEarphones_AD,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (99).jpg
images\team14_earphones (100).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,White bluetooth earphones back side view,train,Team14_WhiteEarphones_AE,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (100).jpg
images\team14_phone_charger (1).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black phone charger with black cable,val,Team14_BlackPhoneCharger_B,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (1).jpg
images\team14_phone_charger (2).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black phone charger with black cable,val,Team14_BlackPhoneCharger_C,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (2).jpg
images\team14_phone_charger (3).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black phone charger with black cable,train,Team14_BlackPhoneCharger_D,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (3).jpg
images\team14_phone_charger (4).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black thin phone charger with black cable,val,Team14_BlackPhoneCharger_E,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (4).jpg
images\team14_phone_charger (5).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black phone charger with black cable,val,Team14_BlackPhoneCharger_F,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (5).jpg
images\team14_phone_charger (6).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable,train,Team14_WhitePhoneCharger_J,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (6).jpg
images\team14_phone_charger (7).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable,train,Team14_WhitePhoneCharger_K,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (7).jpg
images\team14_phone_charger (8).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable,train,Team14_WhitePhoneCharger_L,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (8).jpg
images\team14_phone_charger (9).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable,train,Team14_WhitePhoneCharger_M,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (9).jpg
images\team14_phone_charger (10).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_N,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (10).jpg
images\team14_phone_charger (11).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black phone charger with black cable,train,Team14_BlackPhoneCharger_A,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (11).jpg
images\team14_phone_charger (12).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black phone charger with black cable,train,Team14_BlackPhoneCharger_G,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (12).jpg
images\team14_phone_charger (13).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black phone charger with black cable,train,Team14_BlackPhoneCharger_H,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (13).jpg
images\team14_phone_charger (14).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black phone charger with black cable,train,Team14_BlackPhoneCharger_I,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (14).jpg
images\team14_phone_charger (15).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,round cable black phone charger black cable,train,Team14_BlackPhoneCharger_J,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (15).jpg
images\team14_phone_charger (16).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_O,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (16).jpg
images\team14_phone_charger (17).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_P,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (17).jpg
images\team14_phone_charger (18).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_Q,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (18).jpg
images\team14_phone_charger (19).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,val,Team14_WhitePhoneCharger_R,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (19).jpg
images\team14_phone_charger (20).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_S,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (20).jpg
images\team14_phone_charger (21).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_T,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (21).jpg
images\team14_phone_charger (22).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_U,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (22).jpg
images\team14_phone_charger (23).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,Top view of white charger with white cable,train,Team14_WhitePhoneCharger_V,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (23).jpg
images\team14_phone_charger (24).jpg,electronic_accessories_phone_charger,color:white;material:unknown;condition:used;size:medium,white phone charger with white cable and gray port,train,Team14_WhitePhoneCharger_W,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (24).jpg
images\team14_phone_charger (25).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable with dirt stains,train,Team14_WhitePhoneCharger_X,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (25).jpg
images\team14_phone_charger (26).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger side view white cable,train,Team14_WhitePhoneCharger_Y,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (26).jpg
images\team14_phone_charger (27).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable  top view,train,Team14_WhitePhoneCharger_Z,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (27).jpg
images\team14_phone_charger (28).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable standing,train,Team14_WhitePhoneCharger_AA,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (28).jpg
images\team14_phone_charger (29).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable close up view,train,Team14_WhitePhoneCharger_AB,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (29).jpg
images\team14_phone_charger (30).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable kept on bedsheet,train,Team14_WhitePhoneCharger_AC,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (30).jpg
images\team14_phone_charger (31).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_A,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (31).jpg
images\team14_phone_charger (32).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable on bedsheet,train,Team14_WhitePhoneCharger_AH,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (32).jpg
images\team14_phone_charger (33).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable zoomed,val,Team14_WhitePhoneCharger_AI,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (33).jpg
images\team14_phone_charger (34).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable standing,train,Team14_WhitePhoneCharger_AJ,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (34).jpg
images\team14_phone_charger (35).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable top view,train,Team14_WhitePhoneCharger_AK,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (35).jpg
images\team14_phone_charger (36).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable with black ends,train,Team14_WhitePhoneCharger_AL,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (36).jpg
images\team14_phone_charger (37).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable with black ends,train,Team14_WhitePhoneCharger_AM,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (37).jpg
images\team14_phone_charger (38).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable with black ends,val,Team14_WhitePhoneCharger_AN,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (38).jpg
images\team14_phone_charger (39).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable with black ends,train,Team14_WhitePhoneCharger_AO,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (39).jpg
images\team14_phone_charger (40).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable with black ends,train,Team14_WhitePhoneCharger_AP,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (40).jpg
images\team14_phone_charger (41).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable with matching background,train,Team14_WhitePhoneCharger_AQ,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (41).jpg
images\team14_phone_charger (42).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_B,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (42).jpg
images\team14_phone_charger (43).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable zoomed out,train,Team14_WhitePhoneCharger_AR,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (43).jpg
images\team14_phone_charger (44).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable rectangular,train,Team14_WhitePhoneCharger_AS,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (44).jpg
images\team14_phone_charger (45).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable zoomed out coiled,train,Team14_WhitePhoneCharger_AT,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (45).jpg
images\team14_phone_charger (46).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable zigzag,train,Team14_WhitePhoneCharger_AU,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (46).jpg
images\team14_phone_charger (47).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,different shape white phone charger with white cable,train,Team14_WhitePhoneCharger_AV,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (47).jpg
images\team14_phone_charger (48).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_AW,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (48).jpg
images\team14_phone_charger (49).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable top view zigzag cable,val,Team14_WhitePhoneCharger_AX,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (49).jpg
images\team14_phone_charger (50).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_AY,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (50).jpg
images\team14_phone_charger (51).jpg,electronic_accessories_phone_charger,color:white;material:nan;condition:used;size:medium,white phone charger with red cable and red white background,train,Team14_WhitePhoneCharger_AZ,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (51).jpg
images\team14_phone_charger (52).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_BA,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (52).jpg
images\team14_phone_charger (53).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable,train,Team14_WhitePhoneCharger_C,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (53).jpg
images\team14_phone_charger (54).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable top view,train,Team14_WhitePhoneCharger_BB,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (54).jpg
images\team14_phone_charger (55).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable,train,Team14_WhitePhoneCharger_D,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (55).jpg
images\team14_phone_charger (56).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with Black cable,train,Team14_WhitePhoneCharger_E,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (56).jpg
images\team14_phone_charger (57).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with grey cable,val,Team14_WhitePhoneCharger_BC,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (57).jpg
images\team14_phone_charger (58).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone cable with grey cable ,train,Team14_WhitePhoneCharger_BD,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (58).jpg
images\team14_phone_charger (59).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,side view of white phone charger with grey cable,train,Team14_WhitePhoneCharger_BE,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (59).jpg
images\team14_phone_charger (60).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with grey cable top view,val,Team14_WhitePhoneCharger_BF,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (60).jpg
images\team14_phone_charger (61).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black short cable,train,Team14_WhitePhoneCharger_BG,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (61).jpg
images\team14_phone_charger (62).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with small black cable,train,Team14_WhitePhoneCharger_BH,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (62).jpg
images\team14_phone_charger (63).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black small cable,train,Team14_WhitePhoneCharger_BI,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (63).jpg
images\team14_phone_charger (64).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger small black cable,val,Team14_WhitePhoneCharger_F,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (64).jpg
images\team14_phone_charger (65).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black small cable,train,Team14_WhitePhoneCharger_BJ,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (65).jpg
images\team14_phone_charger (66).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with long grey cable,train,Team14_WhitePhoneCharger_BK,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (66).jpg
images\team14_phone_charger (67).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger coiled with grey cable,train,Team14_WhitePhoneCharger_BL,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (67).jpg
images\team14_phone_charger (68).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger placed in center with grey cable,train,Team14_WhitePhoneCharger_BM,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (68).jpg
images\team14_phone_charger (69).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with grey cable coiled ,train,Team14_WhitePhoneCharger_BN,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (69).jpg
images\team14_phone_charger (70).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,val,Team14_WhitePhoneCharger_G,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (70).jpg
images\team14_phone_charger (71).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with small black cable,train,Team14_WhitePhoneCharger_H,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (71).jpg
images\team14_phone_charger (72).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black cable,train,Team14_WhitePhoneCharger_BO,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (72).jpg
images\team14_phone_charger (73).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with small black cable ,train,Team14_WhitePhoneCharger_BP,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (73).jpg
images\team14_phone_charger (74).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black cable,train,Team14_WhitePhoneCharger_BQ,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (74).jpg
images\team14_phone_charger (75).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:unknown;size:medium,white phone charger with black cable,train,Team14_WhitePhoneCharger_BR,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (75).jpg
images\team14_phone_charger (76).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:unknown;size:medium,white phone charger with black cable,train,Team14_WhitePhoneCharger_BS,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (76).jpg
images\team14_phone_charger (77).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black cable zigzag,train,Team14_WhitePhoneCharger_BT,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (77).jpg
images\team14_phone_charger (78).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:unknown;size:medium,white phone charger with black medium length cable,train,Team14_WhitePhoneCharger_BU,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (78).jpg
images\team14_phone_charger (79).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black cable side view,train,Team14_WhitePhoneCharger_BV,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (79).jpg
images\team14_phone_charger (80).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with black cable coiled,train,Team14_WhitePhoneCharger_BW,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (80).jpg
images\team14_phone_charger (81).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:unknown;size:medium,black phone charger with black cable,train,Team14_BlackPhoneCharger_K,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (81).jpg
images\team14_phone_charger (82).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:unknown;size:medium,black phone charger with black cable zoomed,train,Team14_BlackPhoneCharger_L,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (82).jpg
images\team14_phone_charger (83).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:unknown,black phone charger with black cable coiled,train,Team14_BlackPhoneCharger_M,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (83).jpg
images\team14_phone_charger (84).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:unknown;size:medium,black phone charger with black cable,val,Team14_BlackPhoneCharger_N,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (84).jpg
images\team14_phone_charger (85).jpg,electronic_accessories_phone_charger,color:black;material:plastic;condition:used;size:medium,black phone charger with black cable,train,Team14_BlackPhoneCharger_O,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (85).jpg
images\team14_phone_charger (86).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable,val,Team14_WhitePhoneCharger_BX,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (86).jpg
images\team14_phone_charger (87).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable coiled,train,Team14_WhitePhoneCharger_BY,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (87).jpg
images\team14_phone_charger (88).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable side view,train,Team14_WhitePhoneCharger_BZ,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (88).jpg
images\team14_phone_charger (89).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable,train,Team14_WhitePhoneCharger_CA,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (89).jpg
images\team14_phone_charger (90).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with red cable,train,Team14_WhitePhoneCharger_CB,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (90).jpg
images\team14_phone_charger (91).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable kept in compact way,val,Team14_WhitePhoneCharger_AD,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (91).jpg
images\team14_phone_charger (92).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable top view,train,Team14_WhitePhoneCharger_AE,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (92).jpg
images\team14_phone_charger (93).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white charger with white cable in rolled way,train,Team14_WhitePhoneCharger_AF,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (93).jpg
images\team14_phone_charger (94).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:unknown;size:medium,white phone charger top view with white cable used,val,Team14_WhitePhoneCharger_AG,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (94).jpg
images\team14_phone_charger (95).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,val,Team14_WhitePhoneCharger_CC,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (95).jpg
images\team14_phone_charger (96).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable long,val,Team14_WhitePhoneCharger_CD,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (96).jpg
images\team14_phone_charger (97).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable,train,Team14_WhitePhoneCharger_I,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (97).jpg
images\team14_phone_charger (98).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable long,train,Team14_WhitePhoneCharger_CE,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (98).jpg
images\team14_phone_charger (99).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable long coiled,val,Team14_WhitePhoneCharger_CF,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (99).jpg
images\team14_phone_charger (100).jpg,electronic_accessories_phone_charger,color:white;material:plastic;condition:used;size:medium,white phone charger with white cable long,val,Team14_WhitePhoneCharger_CG,/content/drive/MyDrive/DL_project/project/data/images/team14_phone_charger (100).jpg
images\team14_slippers (1).jpg,footware_slippers,color:black;material:rubber;condition:used;size:medium,black slipper of medium size and used condition,train,Team14_BlackSlippers_A,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (1).jpg
images\team14_slippers (2).jpg,footware_slippers,color:black;material:rubber;condition:used;size:medium,black slipper of medium size and used condition,train,Team14_BlackSlippers_B,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (2).jpg
images\team14_slippers (3).jpg,footware_slippers,color:black;material:rubber;condition:used;size:medium,black slipper of medium size and used condition,train,Team14_BlackSlippers_C,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (3).jpg
images\team14_slippers (4).jpg,footware_slippers,color:green;material:rubber;condition:used;size:medium,green slipper of medium size and used condition,train,Team14_GreenSlippers_A,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (4).jpg
images\team14_slippers (5).jpg,footware_slippers,color:black;material:rubber;condition:new;size:medium,black slipper of medium size and used condition,train,Team14_BlackSlippers_D,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (5).jpg
images\team14_slippers (6).jpg,footware_slippers,color:black;material:rubber;condition:used;size:medium,black slipper of medium size and used condition,train,Team14_BlackSlippers_E,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (6).jpg
images\team14_slippers (7).jpg,footware_slippers,color:green;material:rubber;condition:used;size:medium,green slipper of medium size and used condition,train,Team14_GreenSlippers_B,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (7).jpg
images\team14_slippers (8).jpg,footware_slippers,color:black;material:rubber;condition:used;size:medium,black slipper of medium size and used condition,train,Team14_BlackSlippers_F,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (8).jpg
images\team14_slippers (9).jpg,footware_slippers,color:green;material:rubber;condition:used;size:medium,green slipper of medium size and used condition,train,Team14_GreenSlippers_C,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (9).jpg
images\team14_slippers (10).jpg,footware_slippers,color:black;material:rubber;condition:new;size:medium,black slipper of medium size and new condition,train,Team14_BlackSlippers_G,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (10).jpg
images\team14_slippers (11).jpg,footware_slippers,color:black;material:rubber;condition:new;size:medium,black slipper of medium size and new condition,train,Team14_BlackSlippers_H,/content/drive/MyDrive/DL_project/project/data/images/team14_slippers (11).jpg
